Fecha	Fraude	Incidencias y Fallas
2015-03-10	0,00	0,00
2015-03-11	0,00	0,00
2015-03-12	0,00	0,00
2015-03-13	0,00	0,00
2015-03-16	0,00	0,00
2015-03-17	0,00	0,00
2015-03-18	0,00	0,00
2015-03-19	0,00	0,00
2015-03-20	0,00	0,00
2015-03-23	0,00	0,00
2015-03-24	0,00	0,00
2015-03-25	0,00	0,00
2015-03-26	0,00	0,00
2015-03-27	0,00	0,00
2015-03-30	0,00	0,00
2015-03-31	0,00	0,00
2015-04-01	0,00	0,00
2015-04-02	0,00	0,00
2015-04-03	0,00	0,00
2015-04-06	0,00	0,00
2015-04-07	0,00	0,00
2015-04-08	0,00	0,00
2015-04-09	0,00	0,00
2015-04-10	0,00	0,00
2015-04-13	0,00	0,00
2015-04-14	0,00	0,00
2015-04-15	0,00	0,00
2015-04-16	0,00	0,00
2015-04-17	0,00	0,00
2015-04-20	0,00	0,00
2015-04-21	0,00	0,00
2015-04-22	0,00	0,00
2015-04-23	0,00	0,00
2015-04-24	0,00	0,00
2015-04-27	0,00	0,00
2015-04-28	0,00	0,00
2015-04-29	0,00	0,00
2015-04-30	0,00	0,00
2015-05-01	0,00	0,00
2015-05-04	0,00	0,00
2015-05-05	0,00	0,00
2015-05-06	0,00	0,00
2015-05-07	0,00	0,00
2015-05-08	0,00	0,00
2015-05-11	0,00	0,00
2015-05-12	0,00	0,00
2015-05-13	0,00	0,00
2015-05-14	0,00	0,00
2015-05-15	0,00	0,00
2015-05-18	0,00	0,00
2015-05-19	0,00	0,00
2015-05-20	0,00	0,00
2015-05-21	0,00	0,00
2015-05-22	0,00	0,00
2015-05-25	0,00	0,00
2015-05-26	0,00	0,00
2015-05-27	0,00	0,00
2015-05-28	0,00	0,00
2015-05-29	0,00	0,00
2015-06-01	0,00	0,00
2015-06-02	0,00	0,00
2015-06-03	0,00	0,00
2015-06-04	0,00	0,00
2015-06-05	0,00	0,00
2015-06-08	0,00	0,00
2015-06-09	0,00	0,00
2015-06-10	0,00	0,00
2015-06-11	0,00	0,00
2015-06-12	0,00	0,00
2015-06-15	0,00	0,00
2015-06-16	0,00	0,00
2015-06-17	0,00	0,00
2015-06-18	0,00	0,00
2015-06-19	0,00	0,00
2015-06-22	0,00	0,00
2015-06-23	0,00	0,00
2015-06-24	0,00	0,00
2015-06-25	0,00	0,00
2015-06-26	0,00	0,00
2015-06-29	0,00	0,00
2015-06-30	0,00	0,00
2015-07-01	0,00	0,00
2015-07-02	0,00	0,00
2015-07-03	0,00	0,00
2015-07-06	0,00	0,00
2015-07-07	0,00	0,00
2015-07-08	0,00	0,00
2015-07-09	0,00	0,00
2015-07-10	0,00	0,00
2015-07-13	0,00	0,00
2015-07-14	0,00	0,00
2015-07-15	0,00	0,00
2015-07-16	0,00	0,00
2015-07-17	0,00	0,00
2015-07-20	0,00	0,00
2015-07-21	0,00	0,00
2015-07-22	0,00	0,00
2015-07-23	0,00	0,00
2015-07-24	0,00	0,00
2015-07-27	0,00	0,00
2015-07-28	0,00	0,00
2015-07-29	0,00	0,00
2015-07-30	0,00	0,00
2015-07-31	0,00	0,00
2015-08-03	0,00	0,00
2015-08-04	0,00	0,00
2015-08-05	0,00	0,00
2015-08-06	0,00	0,00
2015-08-07	0,00	0,00
2015-08-10	0,00	0,00
2015-08-11	0,00	0,00
2015-08-12	0,00	0,00
2015-08-13	0,00	0,00
2015-08-14	0,00	0,00
2015-08-17	0,00	0,00
2015-08-18	0,00	0,00
2015-08-19	0,00	0,00
2015-08-20	0,00	0,00
2015-08-21	0,00	0,00
2015-08-24	0,00	0,00
2015-08-25	0,00	0,00
2015-08-26	0,00	0,00
2015-08-27	0,00	0,00
2015-08-28	0,00	0,00
2015-08-31	0,00	0,00
2015-09-01	0,00	0,00
2015-09-02	0,00	0,00
2015-09-03	0,00	0,00
2015-09-04	0,00	0,00
2015-09-07	0,00	0,00
2015-09-08	0,00	0,00
2015-09-09	0,00	0,00
2015-09-10	0,00	0,00
2015-09-11	0,00	0,00
2015-09-14	0,00	0,00
2015-09-15	0,00	0,00
2015-09-16	0,00	0,00
2015-09-17	0,00	0,00
2015-09-18	0,00	0,00
2015-09-21	0,00	0,00
2015-09-22	0,00	0,00
2015-09-23	0,00	0,00
2015-09-24	0,00	0,00
2015-09-25	0,00	0,00
2015-09-28	0,00	0,00
2015-09-29	0,00	0,00
2015-09-30	0,00	0,00
2015-10-01	0,00	0,00
2015-10-02	0,00	0,00
2015-10-05	0,00	0,00
2015-10-06	0,00	0,00
2015-10-07	0,00	0,00
2015-10-08	0,00	0,00
2015-10-09	0,00	0,00
2015-10-12	0,00	0,00
2015-10-13	0,00	0,00
2015-10-14	0,00	0,00
2015-10-15	0,00	0,00
2015-10-16	0,00	0,00
2015-10-19	0,00	0,00
2015-10-20	0,00	0,00
2015-10-21	0,00	0,00
2015-10-22	0,00	0,00
2015-10-23	0,00	0,00
2015-10-26	0,00	0,00
2015-10-27	0,00	0,00
2015-10-28	0,00	0,00
2015-10-29	0,00	0,00
2015-10-30	0,00	0,00
2015-11-02	0,00	0,00
2015-11-03	0,00	0,00
2015-11-04	0,00	0,00
2015-11-05	0,00	0,00
2015-11-06	0,00	0,00
2015-11-09	0,00	0,00
2015-11-10	0,00	0,00
2015-11-11	0,00	0,00
2015-11-12	0,00	0,00
2015-11-13	0,00	0,00
2015-11-16	0,00	0,00
2015-11-17	0,00	0,00
2015-11-18	0,00	0,00
2015-11-19	0,00	0,00
2015-11-20	0,00	0,00
2015-11-23	0,00	0,00
2015-11-24	0,00	0,00
2015-11-25	0,00	0,00
2015-11-26	0,00	0,00
2015-11-27	0,00	0,00
2015-11-30	0,00	0,00
2015-12-01	0,00	0,00
2015-12-02	0,00	0,00
2015-12-03	0,00	0,00
2015-12-04	0,00	0,00
2015-12-07	0,00	0,00
2015-12-08	0,00	0,00
2015-12-09	0,00	0,00
2015-12-10	0,00	0,00
2015-12-11	0,00	0,00
2015-12-14	0,00	0,00
2015-12-15	0,00	0,00
2015-12-16	0,00	0,00
2015-12-17	0,00	0,00
2015-12-18	0,00	0,00
2015-12-21	0,00	0,00
2015-12-22	0,00	0,00
2015-12-23	0,00	0,00
2015-12-24	0,00	0,00
2015-12-25	0,00	0,00
2015-12-28	0,00	0,00
2015-12-29	0,00	0,00
2015-12-30	0,00	0,00
2015-12-31	0,00	0,00
2016-01-01	0,00	0,00
2016-01-04	0,00	0,00
2016-01-05	0,00	0,00
2016-01-06	0,00	0,00
2016-01-07	0,00	0,00
2016-01-08	0,00	0,00
2016-01-11	0,00	0,00
2016-01-12	0,00	0,00
2016-01-13	0,00	0,00
2016-01-14	0,00	0,00
2016-01-15	0,00	0,00
2016-01-18	0,00	0,00
2016-01-19	0,00	0,00
2016-01-20	0,00	0,00
2016-01-21	0,00	0,00
2016-01-22	0,00	0,00
2016-01-25	0,00	0,00
2016-01-26	0,00	0,00
2016-01-27	0,00	0,00
2016-01-28	0,00	0,00
2016-01-29	0,00	0,00
2016-02-01	0,00	0,00
2016-02-02	0,00	0,00
2016-02-03	0,00	0,00
2016-02-04	0,00	0,00
2016-02-05	0,00	0,00
2016-02-08	0,00	0,00
2016-02-09	0,00	0,00
2016-02-10	0,00	0,00
2016-02-11	0,00	0,00
2016-02-12	0,00	0,00
2016-02-15	0,00	0,00
2016-02-16	0,00	0,00
2016-02-17	0,00	0,00
2016-02-18	0,00	0,00
2016-02-19	0,00	0,00
2016-02-22	0,00	0,00
2016-02-23	0,00	0,00
2016-02-24	0,00	0,00
2016-02-25	0,00	0,00
2016-02-26	0,00	0,00
2016-02-29	0,00	0,00
2016-03-01	0,00	0,00
2016-03-02	0,00	0,00
2016-03-03	0,00	0,00
2016-03-04	0,00	0,00
2016-03-07	0,00	0,00
2016-03-08	0,00	0,00
2016-03-09	0,00	0,00
2016-03-10	0,00	0,00
2016-03-11	0,00	0,00
2016-03-14	0,00	0,00
2016-03-15	0,00	0,00
2016-03-16	0,00	0,00
2016-03-17	0,00	0,00
2016-03-18	0,00	0,00
2016-03-21	0,00	0,00
2016-03-22	0,00	0,00
2016-03-23	0,00	0,00
2016-03-24	0,00	0,00
2016-03-25	0,00	0,00
2016-03-28	0,00	0,00
2016-03-29	0,00	0,00
2016-03-30	0,00	0,00
2016-03-31	0,00	0,00
2016-04-01	0,00	0,00
2016-04-04	0,00	0,00
2016-04-05	34,03	0,00
2016-04-06	10,42	0,00
2016-04-07	57,78	0,00
2016-04-08	0,00	0,00
2016-04-11	0,00	0,00
2016-04-12	10,47	0,00
2016-04-13	219,53	0,00
2016-04-14	70,51	0,00
2016-04-15	0,00	0,00
2016-04-18	0,00	0,00
2016-04-19	0,00	0,00
2016-04-20	10,80	0,00
2016-04-21	0,00	0,00
2016-04-22	0,00	0,00
2016-04-25	10,52	0,00
2016-04-26	44,37	0,00
2016-04-27	0,00	0,00
2016-04-28	0,00	0,00
2016-04-29	0,00	0,00
2016-05-02	0,00	0,00
2016-05-03	0,00	0,00
2016-05-04	0,00	0,00
2016-05-05	0,00	0,00
2016-05-06	0,00	0,00
2016-05-09	0,00	0,00
2016-05-10	176,03	0,00
2016-05-11	229,24	0,00
2016-05-12	0,00	0,00
2016-05-13	0,00	0,00
2016-05-16	0,00	0,00
2016-05-17	7,44	0,00
2016-05-18	0,00	0,00
2016-05-19	0,00	0,00
2016-05-20	22,84	0,00
2016-05-23	0,00	0,00
2016-05-24	0,00	0,00
2016-05-25	162,92	0,00
2016-05-26	24,65	0,00
2016-05-27	8,00	0,00
2016-05-30	0,00	0,00
2016-05-31	0,00	0,00
2016-06-01	0,00	0,00
2016-06-02	115,66	0,00
2016-06-03	25,09	0,00
2016-06-06	139,72	0,00
2016-06-07	25,04	0,00
2016-06-08	0,00	0,00
2016-06-09	10,84	0,00
2016-06-10	103,48	0,00
2016-06-13	324,27	0,00
2016-06-14	171,47	0,00
2016-06-15	0,00	0,00
2016-06-16	361,72	0,00
2016-06-17	0,00	0,00
2016-06-20	0,00	0,00
2016-06-21	0,00	0,00
2016-06-22	46,31	0,00
2016-06-23	28,16	0,00
2016-06-24	0,00	0,00
2016-06-27	18,86	0,00
2016-06-28	377,77	0,00
2016-06-29	287,46	0,00
2016-06-30	0,00	0,00
2016-07-01	0,00	0,00
2016-07-04	0,00	0,00
2016-07-05	0,00	0,00
2016-07-06	0,00	0,00
2016-07-07	24,19	0,00
2016-07-08	87,31	0,00
2016-07-11	0,00	0,00
2016-07-12	0,00	0,00
2016-07-13	847,39	0,00
2016-07-14	0,00	0,00
2016-07-15	0,00	0,00
2016-07-18	0,00	0,00
2016-07-19	0,00	0,00
2016-07-20	15,24	0,00
2016-07-21	27,67	0,00
2016-07-22	26,08	0,00
2016-07-25	1,98	0,00
2016-07-26	0,00	0,00
2016-07-27	29,68	0,00
2016-07-28	0,00	0,00
2016-07-29	0,00	0,00
2016-08-01	25,30	0,00
2016-08-02	0,00	0,00
2016-08-03	0,00	0,00
2016-08-04	0,00	0,00
2016-08-05	0,00	0,00
2016-08-08	124,21	0,00
2016-08-09	0,00	0,00
2016-08-10	29,75	0,00
2016-08-11	0,00	0,00
2016-08-12	228,27	0,00
2016-08-15	0,00	0,00
2016-08-16	40,69	0,00
2016-08-17	82,45	0,00
2016-08-18	0,00	0,00
2016-08-19	19,17	0,00
2016-08-22	24,71	0,00
2016-08-23	0,00	0,00
2016-08-24	29,45	0,00
2016-08-25	0,00	0,00
2016-08-26	0,00	0,00
2016-08-29	0,00	0,00
2016-08-30	21,93	0,00
2016-08-31	0,00	0,00
2016-09-01	0,00	0,00
2016-09-02	24,49	0,00
2016-09-05	19,63	0,00
2016-09-06	7,34	0,00
2016-09-07	0,00	0,00
2016-09-08	117,32	0,00
2016-09-09	0,00	0,00
2016-09-12	0,00	0,00
2016-09-13	48,88	0,00
2016-09-14	0,00	0,00
2016-09-15	9,53	0,00
2016-09-16	96,38	0,00
2016-09-19	76,04	0,00
2016-09-20	0,49	0,00
2016-09-21	42,98	0,00
2016-09-22	35,64	0,00
2016-09-23	0,00	0,00
2016-09-26	17,60	0,00
2016-09-27	38,00	0,00
2016-09-28	70,07	0,00
2016-09-29	33,93	0,00
2016-09-30	42,60	0,00
2016-10-03	36,88	0,00
2016-10-04	0,00	0,00
2016-10-05	38,79	0,00
2016-10-06	0,00	0,00
2016-10-07	70,28	0,00
2016-10-10	50,24	0,00
2016-10-11	26,82	0,00
2016-10-12	0,00	0,00
2016-10-13	135,22	0,00
2016-10-14	13,70	0,00
2016-10-17	0,00	0,00
2016-10-18	168,16	0,00
2016-10-19	7,33	0,00
2016-10-20	19,92	0,00
2016-10-21	144,20	0,00
2016-10-24	322,90	0,00
2016-10-25	311,75	0,00
2016-10-26	18,08	0,00
2016-10-27	3,28	0,00
2016-10-28	0,00	0,00
2016-10-31	19,98	0,00
2016-11-01	125,26	0,00
2016-11-02	4,84	0,00
2016-11-03	24,63	0,00
2016-11-04	0,00	0,00
2016-11-07	0,00	0,00
2016-11-08	57,59	0,00
2016-11-09	0,00	0,00
2016-11-10	0,00	0,00
2016-11-11	81,32	0,00
2016-11-14	28,33	0,00
2016-11-15	29,30	0,00
2016-11-16	0,00	0,00
2016-11-17	32,39	0,00
2016-11-18	10,32	0,00
2016-11-21	39,13	0,00
2016-11-22	91,24	0,00
2016-11-23	28,77	0,00
2016-11-24	37,72	0,00
2016-11-25	32,64	0,00
2016-11-28	1,08	0,00
2016-11-29	1,00	0,00
2016-11-30	40,24	0,00
2016-12-01	25,05	0,00
2016-12-02	11,36	0,00
2016-12-05	13,10	0,00
2016-12-06	4,67	0,00
2016-12-07	46,25	0,00
2016-12-08	13,66	0,00
2016-12-09	56,96	0,00
2016-12-12	0,00	0,00
2016-12-13	0,00	0,00
2016-12-14	19,86	0,00
2016-12-15	81,59	0,00
2016-12-16	17,23	0,00
2016-12-19	79,75	0,00
2016-12-20	12,27	0,00
2016-12-21	94,61	0,00
2016-12-22	1,36	0,00
2016-12-23	5,51	0,00
2016-12-26	1,37	0,00
2016-12-27	13,16	0,00
2016-12-28	20,01	0,00
2016-12-29	1,52	0,00
2016-12-30	46,28	0,00
2017-01-02	0,00	0,00
2017-01-03	9,35	0,00
2017-01-04	1,04	0,00
2017-01-05	5,88	0,00
2017-01-06	1,16	0,00
2017-01-09	0,89	0,00
2017-01-10	1,17	0,00
2017-01-11	10,34	0,00
2017-01-12	14,29	0,00
2017-01-13	10,33	0,00
2017-01-16	5,51	0,00
2017-01-17	5,97	0,00
2017-01-18	2,79	0,00
2017-01-19	5,97	0,00
2017-01-20	8,09	0,00
2017-01-23	25,19	0,00
2017-01-24	23,61	0,00
2017-01-25	1,23	0,00
2017-01-26	14,33	0,00
2017-01-27	5,99	0,00
2017-01-30	1,11	0,00
2017-01-31	26,27	0,00
2017-02-01	7,33	0,00
2017-02-02	7,52	0,00
2017-02-03	11,28	0,00
2017-02-06	1,15	0,00
2017-02-07	1,16	0,00
2017-02-08	1,12	0,00
2017-02-09	1,10	0,00
2017-02-10	1,08	0,00
2017-02-13	1,05	0,00
2017-02-14	7,67	0,00
2017-02-15	24,37	0,00
2017-02-16	0,95	0,00
2017-02-17	185,35	0,00
2017-02-20	0,94	0,00
2017-02-21	6,66	0,00
2017-02-22	17,99	0,00
2017-02-23	33,47	0,00
2017-02-24	0,92	0,00
2017-02-27	2,13	0,00
2017-02-28	0,00	0,00
2017-03-01	5,83	0,00
2017-03-02	1,05	0,00
2017-03-03	29,35	0,00
2017-03-06	0,00	0,00
2017-03-07	0,84	0,00
2017-03-08	1,08	0,00
2017-03-09	37,92	0,00
2017-03-10	0,00	0,00
2017-03-13	5,14	0,00
2017-03-14	0,00	0,00
2017-03-15	81,07	0,00
2017-03-16	5,37	0,00
2017-03-17	0,00	0,00
2017-03-20	364,73	0,00
2017-03-21	0,00	0,00
2017-03-22	221,51	0,00
2017-03-23	0,00	0,00
2017-03-24	16,22	0,00
2017-03-27	1,43	0,00
2017-03-28	32,28	0,00
2017-03-29	9,36	0,00
2017-03-30	62,72	0,00
2017-03-31	0,00	0,00
2017-04-03	59,93	0,00
2017-04-04	24,65	0,00
2017-04-05	10,49	0,00
2017-04-06	41,21	0,00
2017-04-07	34,20	0,00
2017-04-10	9,07	0,00
2017-04-11	94,17	0,00
2017-04-12	12,97	0,00
2017-04-13	63,30	0,00
2017-04-14	0,00	0,00
2017-04-17	44,89	0,00
2017-04-18	0,00	0,00
2017-04-19	152,12	0,00
2017-04-20	124,39	0,00
2017-04-21	106,12	0,00
2017-04-24	198,09	0,00
2017-04-25	89,44	0,00
2017-04-26	157,35	0,00
2017-04-27	0,00	0,00
2017-04-28	0,00	0,00
2017-05-01	24,12	0,00
2017-05-02	25,79	0,00
2017-05-03	12,81	0,00
2017-05-04	60,76	0,00
2017-05-05	77,25	0,00
2017-05-08	36,62	0,00
2017-05-09	122,78	0,00
2017-05-10	61,04	0,00
2017-05-11	297,70	0,00
2017-05-12	39,44	0,00
2017-05-15	0,00	0,00
2017-05-16	0,00	0,00
2017-05-17	19,61	0,00
2017-05-18	50,15	0,00
2017-05-19	1,62	0,00
2017-05-22	2,56	0,00
2017-05-23	3,18	0,00
2017-05-24	0,00	0,00
2017-05-25	1,57	0,00
2017-05-26	2,02	0,00
2017-05-29	3,70	0,00
2017-05-30	205,54	0,00
2017-05-31	0,00	0,00
2017-06-01	0,00	0,00
2017-06-02	11,92	0,00
2017-06-05	0,00	0,00
2017-06-06	62,65	0,00
2017-06-07	26,50	0,00
2017-06-08	1,78	0,00
2017-06-09	0,00	0,00
2017-06-12	0,00	0,00
2017-06-13	4,01	0,00
2017-06-14	22,37	0,00
2017-06-15	0,00	0,00
2017-06-16	25,56	0,00
2017-06-19	0,00	0,00
2017-06-20	79,76	0,00
2017-06-21	0,00	0,00
2017-06-22	143,27	0,00
2017-06-23	0,00	0,00
2017-06-26	2,35	0,00
2017-06-27	2,51	0,00
2017-06-28	3,76	0,00
2017-06-29	104,79	0,00
2017-06-30	0,00	0,00
2017-07-03	0,00	0,00
2017-07-04	0,00	0,00
2017-07-05	0,00	0,00
2017-07-06	41,34	0,00
2017-07-07	0,00	0,00
2017-07-10	3,04	0,00
2017-07-11	0,00	0,00
2017-07-12	84,89	0,00
2017-07-13	0,00	0,00
2017-07-14	85,35	0,00
2017-07-17	11,50	0,00
2017-07-18	41,32	0,00
2017-07-19	23,52	0,00
2017-07-20	0,00	0,00
2017-07-21	0,00	0,00
2017-07-24	12,58	0,00
2017-07-25	0,00	0,00
